_id,address,gender,salary,valuta,age,position,about_me,category,specialization,resume_link
5f9a56ae92b8e1cad7253aaa,Москва,Мужчина,,,39,"Прогрaммист 1C (совместительство/ ""Удaленнaя работa"")","- устанoвка и администрировaние Windows XP/ Windows 2000/2003 Server (TCP/IP‚ DNS‚ DHCP ‚ FineReader‚ MS Office 03/07, SQL‚ Photoshop).
- поддержка и обслуживaние периферийнoго оборудовaния
- поддержка и обслуживание бесперебойнoй рaботы 50 компьютеров 
- сборкa и зaмена компьютерного железа, устранение неполадок
- консультaция клиентов и профессиональная помощь
- обеспечение рaботы вычислительной техники‚ оргтехники
- взаимодействие с подрядчиками (постaвщики оборудования, провайдеры и т. д.)
- умение прогрaммировать на Visual FoxPro, VBA","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/adb19c130000a45f9c0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ae92b8e1cad7253aab,Москва,Мужчина,,,20,Golang Developer,"""Вы – это среднее 5 человек, с
которыми проводите большую часть
своего времени!"". В поиске новых 5.","Информационные технологии, интернет, телеком","[""Банковское ПО"",""Программирование, Разработка""]",https://hh.ru/resume/4e4495270006f16f670039ed1f3365484d6f65?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56af92b8e1cad7253aac,Москва,Мужчина,60000,руб.,30,Программист,,"Информационные технологии, интернет, телеком","[""Игровое ПО"",""Программирование, Разработка""]",https://hh.ru/resume/58d2d1040001c019dc0039ed1f4e5851316a30?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b092b8e1cad7253aad,Санкт-Петербург,Мужчина,,,45,Руководитель проектов 1С,"Disclaimer: Серьезные проблемы со зрением, поэтому работаю с помощником. На эффективности и продуктивности это не сказывается, за единственным исключением – написание и отладка сложного программного кода пока невозможна. Все остальные функции выполнять способен.

Рассматривается как полная, так и частичная занятость. Предпочтительной является дистанционная форма (хотя бы частично), но рассматриваются и любые другие.

Стаж работы с технологиями и продуктами «1С» — 20+ лет (начиная с «Торговли 7.0», 1996-й год, до облачной технологии 1cFresh). 

Проектирование, разработка, внедрение, сопровождение, эксплуатация, оптимизация, управление проектами и процессами, сопутствующие задачи (аналитик, технический писатель, лидер группы/подразделения, etc). Владение стеком технологий «1С» (включая облачную) на экспертном уровне.

Сертификат «1С:Эксперт по технологическим вопросам» CS051439.

Публикации по тематике «1С:Предприятия 8» в журналах «Byte/Russia» и «PC Magazine/RE» (около двадцати статей), в более мелких журналах и в интернете. 

Предпочтения в работе: «тяжёлые» задачи на стыке технологий и проектного/процессного управления, с реальным (видимым, измеримым, полезным) результатом.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Управление проектами""]",https://hh.ru/resume/70e79da60005861a760039ed1f51577a573338?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b092b8e1cad7253aae,Москва,Мужчина,80000,руб.,29,Программист,"- Сочетание ответственности и исполнительности
- Стремление к постоянному обучению и развитию
- Хорошие коммуникативные навыки
- Нацеленность на результат
- Бесконфликтность и оптимизм
- Работа в команде
- Стрессоустойчивость
- Умение работать с пользователями
- Умение работать с техникой
- Логическое мышление

","Информационные технологии, интернет, телеком","[""Сетевые технологии"",""Системный администратор"",""Интернет""]",https://hh.ru/resume/06dada8b00072a47100039ed1f6248685a614e?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b092b8e1cad7253aaf,Новый Уренгой,Мужчина,,,39,1С программист,"Навыки:
Знание языков: 1С конфигурирование, PL-SQL, SQL, VBA, Delphi, разметка HTML +CSS
Имеются сертификаты: #506 Oracle. SQL и PLSQL, 1С Конфигурирование в системе
#003-ITTC-90150. Oracle Reports Developer. Создание отчетов

Участие в проектах: 
• внедрение 1С ЗУП;
• разработка конфигурации (каталог архива документов по объектам строительства);
• разработка и автоматизация проекта ПО «Сбор и обработка информации» на БД Oracle 10g. 
• небольшие проекты по настройке и внедрению приложений работающих с БД Oracle, через IIS сервер(ASP).
•разработал небольшую систему ведения бюджетов в ЗАО ""Роспан Интернешнл"" . Access + VBA + Excel","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системная интеграция"",""Инженер""]",https://hh.ru/resume/2fac786f0001664a370039ed1f314d4f544a71?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b192b8e1cad7253ab0,Москва,Мужчина,210000,руб.,37,"Ведущий программист 1С, Архитектор 1С 8.1 - 8.3","Целеустремлённость, неординарность, логичность, тяга к знаниям, широкий кругозор, аналитический склад ума.
Общительность, культура, честность","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Управление проектами""]",https://hh.ru/resume/c7e614560000b63a750039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b192b8e1cad7253ab1,Москва,Мужчина,,,25,Специалист 1С,"•Прохождение стажировки и опыт работы во франчайзи 1С: Рарус.
•Прохождение военной службы по призыву (май 2019 г. - май 2020 г.)
•Операционные системы: Windows, Linux.
•Опыт работы в ms excel: обработка данных с использованием формул, написание макросов в excel VBA.
•	Опыт написания программ на языках программирования: 1C, Java, Python.
•	Серверные технологии и БД: SQL, язык запросов 1С, Опыт работы в MySQL, MSSQL СУБД.
•	Теоретические знания: Понимание устройства клиент-серверной модели, реляционных БД, принципов ООП, протокола HTTP, стека протоколов TCP/IP.
•1С: Специалист-консультант по УТ","Начало карьеры, студенты","[""Информационные технологии, Интернет, Мультимедиа""]",https://hh.ru/resume/1cc7bf5e000326cd2c0039ed1f576e774b7a4d?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b292b8e1cad7253ab2,Москва,Мужчина,,,22,Специалист 1С,"Честный, целеустремлённый, люблю трудиться.
Умею ладить с людьми. Есть опыт работы с клиентами.
Более чем уверенный пользователь ПК.

Есть сертификаты 1С профессионал УПП и 1С специалист по управлению торговлей.","Начало карьеры, студенты","[""Производство, Технологии""]",https://hh.ru/resume/5f52fddf0007b10e740039ed1f31393035494c?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b292b8e1cad7253ab3,Москва,Мужчина,250000,руб.,34,Руководитель группы 1С / Ведущий программист 1С / 1S Team Lead,"Рассматриваю проектную занятость.

Разбираюсь профессионально в областях:
 - Разработка в среде 1С (язык, запросы, СКД, интеграция, инфраструктура и т.д.). Знаю конфигурации 1С:УТ, 1С:Розница, 1С:КА, 1С:БП, 1С:КД2.
 - Знаю SQL (на уровне решения прикладных вопросов)
 - ИТ-поддержка (серверы, сети, инфраструктура)
 - Service Desk, построение отдела многоуровневой поддержки
 - Кадровое делопроизводство в ИТ (сам провожу собеседования)
 - Оценка производственных рисков и планирование
 
Имею большой опыт работы в торговой сфере бизнеса. 
Основные направления - retail, fashion. e-commerce.

 - женат, есть сын.
 - имею водительские права.
 - катаюсь на лыжах, велосипеде, занимаюсь фитнесом.
 - целеустремленный, вежливый, пунктуальный, веселый, коммуникабельный и честный.
 - умею (предпочитаю) работать в большом потоке задач, стрессоустойчив.
 - признаю, что ИТ-подразделение не может работать в нормированном графике. 
 - абсолютный лидер.
 - разбираюсь в психологии людей.
 - имею ответ на любой вопрос.
 - не боюсь сложностей.
 - уверен в себе.
 - не имею вредных привычек.

Принимаю участие в ИТ-проектах:
 - https://esdigital.pro/
 - http://emerhelp.ru/
 - http://it-gold.ru/","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системная интеграция"",""Управление проектами""]",https://hh.ru/resume/7a073c7f00008c95bb0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b392b8e1cad7253ab4,Москва,Мужчина,,,,Разработчик SQL,"Есть огромное желание развиваться в данной сфере, и имеются следующие знания:
СУБД
- понимание реляционных и нереляционных БД; 
- Синтаксис DML ( SELECT(выборка данных), DELETE, UPDATE);
- команды DDL (CREATE TABLE, DROP TABLE); 
- (INNER)JOIN, LEFT/RIGHT/FULL/CROSS JOIN;
- сохранение и откат изменения (COMMIT, ROLLBACK);
- WHERE, ORDER BY, GROUP BY;

Знания в области web:
- HTML, CSS, JS.","Начало карьеры, студенты","[""Информационные технологии, Интернет, Мультимедиа""]",https://hh.ru/resume/ca7acd83000416fbe70039ed1f3469534e6169?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b392b8e1cad7253ab5,Воронеж,Мужчина,,,43,"Начальник отдела IT, Директор IT",,"Информационные технологии, интернет, телеком","[""CTO, CIO, Директор по IT""]",https://hh.ru/resume/5962f0420001f6518c0039ed1f357443414a41?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b392b8e1cad7253ab6,Москва,Мужчина,,,50,Программист-консультант 1C,"Личные качества – аналитические способности, ответственность, коммуникабельность, быстрая обучаемость, навыки обработки больших объемов информации, способность и желание работать.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системная интеграция"",""Инженер""]",https://hh.ru/resume/1517b1cd00062a67af0039ed1f464b79506342?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b492b8e1cad7253ab7,Москва,Мужчина,,,20,Программист,"Качества:
1) Свои обязанности выполняю добросовестно
2) Легко нахожу общий язык с людьми
3) Стрессоустойчивость
4) Задания выполняю в срок
5) Нахожу индивидуальный подход к клиенту

Закончил Государственное Бюджетное Профессиональное Образовательное Учреждение Первый МОК. 
Направление - "" Информационные системы по отраслям""
Специальность - ""Техник информационных систем""

На данный момент продолжаю обучение в Национальном исследовательском университете МЭИ на заочном отделении.

Считаю себя очень открытым и коммуникабельным человеком, это позволяет легко найти подход к клиентам и коллегам. ","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/cd7a7e7c0006abcf5b0039ed1f373475684f6f?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b492b8e1cad7253ab8,Москва,Мужчина,,,24,Программист-разработчик,"Есть понимание использования ООП в PHP.
Разработка компонентов и модулей, кастомизация типовых компонентов и модулей БУС и Б24. 
Опыт работы с GIT. 
Стек технологий: HTML, CSS, JavaScript, PHP 7>, JQuery, Ajax, MySQL.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/049104ce0007d63e9e0039ed1f685970456b30?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b592b8e1cad7253ab9,Москва,Мужчина,,,23,Инженер-программист,"Коммуникабельный, умею находить компромиссы, люблю читать художественную литературу. Изучаю восточную культуру. Кандидат в мастера спорта по горным лыжам. Свободное время трачу на путешествия и походы. Нет вредных привычек","Начало карьеры, студенты","[""Информационные технологии, Интернет, Мультимедиа"",""Производство, Технологии"",""Строительство, Архитектура""]",https://hh.ru/resume/7346358c0007eb8e8f0039ed1f573055653446?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b592b8e1cad7253aba,Москва,Мужчина,,,,"программист Битрикс, Битрикс24","Опыт с Битрикс 11 лет, все проекты только на Битрикс   
Сертифицированный  партнер 1с-Битрикс, 11 -сертификатов    
Компетенция Интеграция с 1С 
Аттестованный разработчик Битрикс

Опыт работы:
Разработка Интернет магазинов с нуля.
Техподдержка, и доработки интернет магазинов на Битрикс
Оптимизация производительности сайтов.
Написание собственных модулей, компонентов, шаблонов
Интеграция с 1с включая не стандартную
Интеграция с другими учётными системами
Интеграция с платёжными системами и системами доставки
Интеграция Яндекс Маркетом включая не стандартную
Интеграция Битрикс 24 с телефонией
Создание Бизнес процессов для Битрикс24
Кастомизация CRM и других модулей Битрикс24 под нужды клиента


Есть Расчетный счет и ИП

В приоритете работа по поддержке и доработки  интернет магазинов, корп. портала Битрикс 24

рассматриваю только удаленную работу","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/974da9ef000628ed6a0039ed1f75396e494458?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b692b8e1cad7253abb,Москва,Мужчина,80000,руб.,28,Специалист технической поддержки 1с,"Упрям,целеустремлен.
Активен, ищу новые возможности узнать что-то полезное для работы .На меня всегда можно положиться.","Информационные технологии, интернет, телеком","[""Поддержка, Helpdesk"",""Интернет""]",https://hh.ru/resume/5f88b8c60003d6b3e40039ed1f774573416459?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b692b8e1cad7253abc,Москва,Женщина,,,33,Аналитик 1С (портфолио),"Неконфликтна, адекватна, аналитический склад ума.
Начала изучение 1С еще на 4 курсе во время учебы в университете. В результате была разработана демонстрационная версия к дипломному  проекту на базе 1С: Предприятие 8.2. 
Получила знания по СУБД, управлению и руководству проектами, планированию ресурсов, моделированию экономических процессов, основам бизнеса, налогообложению, бухгалтерскому учету, менеджменту, маркетингу, финансам, статистике, эконометрике, ООП, системному анализу, информатике, практические навыки работы с SQL, Access, опыт программирования в среде 1С, DELFI и Pascal,","Информационные технологии, интернет, телеком","[""Консалтинг, Аутсорсинг"",""Аналитик""]",https://hh.ru/resume/2ea7729900083c056c0039ed1f433567795a65?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b792b8e1cad7253abd,Москва,Мужчина,,,24,Программист,,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/ecb8c6f800083de30f0039ed1f786662593044?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b792b8e1cad7253abe,Москва,Мужчина,,,36,TeamLead / Ведущий разработчик,"* Нравятся интересные и непростые задачи.
* Есть опыт управления в качестве технического тим-лида.
* Стрессоустойчив, не имею вредных привычек.
* Основы бухгалтерского учета.","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/302959c30007997c8e0039ed1f646d79757866?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b792b8e1cad7253abf,Москва,Мужчина,150000,руб.,35,"Программист Delphi, C#","Коммуникабельный, ответственный, энергичный, могу работать по удалённой связи или в командировках","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/cf47b39200043c3bd80039ed1f393547684e31?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b892b8e1cad7253ac0,Москва,Женщина,100000,руб.,57,"программист 1С, руководитель проектов автоматизации, аналитик 1С",,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Управление проектами""]",https://hh.ru/resume/35f90626000009503e0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b992b8e1cad7253ac1,Москва,Мужчина,100000,руб.,37,"Программист Битрикс, веб-программист","15 лет опыта работы программистом в различных областях (работы с мин. обороны, госприемкой, мин культуры, интернет-магазины, системы оплаты, доработка плагинов, шаблонов), опыт ведения проектов, написания ТЗ, постановки задач программистам. Плюс опыт работы в геймдизайне (написание сценариев для компьютерных игр, создание и проработка миров и персонажей).
Опубликовано множество научных статей на тему ИТ, развлекательных и обзорных статей для интернет-порталов.
Спортивный опыт более 10 лет (разряды по акробатике, легкой атлетике, пауэрлифтингу).","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Контент"",""Web мастер""]",https://hh.ru/resume/1c098bfd0002f9be9b0039ed1f3362324b6252?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56b992b8e1cad7253ac2,Москва,Мужчина,,,55,Программист 1C,"— Опыт разработки информационных систем на платформе 1С Предприятие 8
— Знание систем автоматизации деятельности предприятия (ERP, CRM, WMS, TMS, ЭДО)","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системная интеграция"",""Системы управления предприятием (ERP)""]",https://hh.ru/resume/5d14525400086e4f760039ed1f74527277516c?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ba92b8e1cad7253ac3,Москва,Женщина,90000,руб.,30,Аналитик / Консультант / Тестировщик 1С,"Умею быстро переключаться при одновременном выполнении разноплановых задач.
В сжатые сроки анализировать, структурировать и систематизировать большой объем информации, взаимодействовать с другими подразделениями внутри организации в рамках поставленных задач. Грамотно распределять свое рабочее время, работать в команде.

Достижения : 
1.Ведение и успешное завершение  проектов в команде  разработчиков.
2. Самостоятельное изучение основ программирования по видео урокам, и курсам. Отработка полученных знаний в тестовой базе.

Полученные мной навыки позволили самостоятельно закрыть несколько задач от пользователей в рабочей базе, а так же повысили качество постановки ТЗ для программистов, сократив время отработки обращения пользователей по ошибкам.
3.Освоила программу ispring suite , для создания тестов для сотрудников компании. Принимала участие в подготовке аттестации для сотрудников по разным направлениям в компании (продукция, работа в 1С, логистика итд) , создав тест в данной программе.
4. Принимала участие в описании бизнес процессов компании в программе Aris. Настройке прав пользователей в Aris.
5.Самостоятельное изучение надстройки ИР (инструменты разработчика 1С) и его функционала. Использование ИР для сокращения трудозатрат отдела разработки. 
6.Сертификаты: 1с професиионал ут, 1с профессионал розница. 
Есть стремление повышать свою квалификацию.
К резюме приложено рекомендательное письмо с предыдущего места работы.","Информационные технологии, интернет, телеком","[""Программирование, Разработка""]",https://hh.ru/resume/ddef884200073f68b00039ed1f776246514239?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ba92b8e1cad7253ac4,Москва,Мужчина,,,21,Начинающий специалист в IT сфере,"В последние годы проходил обучение без возможности работать. В настоящее время обучаюсь в институте (РЭУ им. Г.В. Плеханова). Начинал программировать с delphi (ООП). Есть опыт создание программного продукта архитектуры клиент-серверное приложение на языке C# (Приложение Windows Forms(.NET Framework)) и разработки баз данных в MSSQL (создание таблиц, хранимых процедур, вьюшек, триггеров.). С# и Sql основные языки которые изучал. Был небольшой опыт работы на C++(Написал консольное приложение которое вносило, изменяло и удаляло данные из БД) Опыт создания сайта на фраемворке Yii2 (HTML, CSS, PHP, JS) и опыт работы с OpenServer. Опыт работы с бизнес моделями: IDEF 0, DFD, EPC. Опыт работы с документами: ТЗ, ПЗ + приложения.Опыт работы на виртуальной машине Virtualbox (умение работать с командной строкой Windows). Знание комплектующих ПК. Небольшой опыт работы с Windows Server 2008. Небольшой опыт работы с ip-телефонией. Знание TCP/IP. Знание топологий(шина, кольцо, звезда). Опыт работы с GitHub и Team Foundation. Опыт работы с 1С-бухгалерия. 
Моя работа на С# + SQL: https://github.com/Petruches/Work .
Сайт на Yii2: https://github.com/Petruches/qqq .
Про себя: увлекаюсь программированием. Сейчас практикую frontend(HTML, CSS, JS). Так же изучаю Unity (Делаю свою игру). Помимо программирования интересует профессия системного администратора.","Начало карьеры, студенты","[""Информационные технологии, Интернет, Мультимедиа""]",https://hh.ru/resume/ce92172600074d142c0039ed1f3035746e6165?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56ba92b8e1cad7253ac5,Москва,Мужчина,,,,"Web-Разработчик, Программист 1C-Битрикс / Битрикс24 (удаленно)","Отличное знание 1C Битрикс (сайты и корпоративный портал), Laravell, Yii, symphony.
MySQL, PostgreSQL, Memcached, Redis, MongoDb.
Опыт работы с CMS WordPress, Drupal, Joomla.
Использую в работе git, Scrum, Kanban.
Опыт управления командой разработчиков.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Web инженер"",""Web мастер""]",https://hh.ru/resume/58002e71000554ba7a0039ed1f5347496f7644?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bb92b8e1cad7253ac6,Москва,Мужчина,,,38,ABAP HCM Developer,Изучение Бухгалтерского учета!,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Администратор баз данных""]",https://hh.ru/resume/baac025000008adb2d0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bb92b8e1cad7253ac7,Москва,Мужчина,,,37,Data scientist,"Спокойный, инициативный, самостоятельный, ответственный.
Люблю слушать музыку и кататься на велосипеде.
Женат, есть ребенок.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Аналитик""]",https://hh.ru/resume/9b68f2870007f82d4c0039ed1f4b316d614474?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bc92b8e1cad7253ac8,Москва,Мужчина,,,45,Консультант 1С ERP/УПП/ДО  (Не программист!),"Клиентоориентированность, нацеленность на результат, отличные навыки работы в команде, целеустремленность, коммуникабельность, ответственность, не курю.","Информационные технологии, интернет, телеком","[""Системы управления предприятием (ERP)""]",https://hh.ru/resume/4da57a2b0002c1a46d0039ed1f4d6846436934?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bc92b8e1cad7253ac9,Москва,Мужчина,200000,руб.,43,Программист 1C,"Сертификаты 1С, бухгалтерия, складской учет","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системная интеграция"",""Инженер""]",https://hh.ru/resume/74f151b90006f12aeb0039ed1f4d7a5772306f?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bd92b8e1cad7253aca,Москва,Мужчина,180000,руб.,41,Ведущий специалист\Программист 1C ЗУП,"Предпочитаю работать с 1С:БУХГАЛТЕРИЯ ПРЕДПРИЯТИЯ и\или 1С:ЗАРПЛАТА И УПРАВЛЕНИЯ ПЕРСОНАЛОМ.
Опыт:
MS Office, MS SQL 2000-x,
Бухгалтерский и налоговый учет (диплом), Windows 2000/XP/7/10.
Большой опыт Разработки конфигурации с нуля на платформе (с использованием БСП)
1С:Предприятие  (Управляемые формы и Web-приложение)
Зарплата и управление персоналом
Бухгалтерия
Управление торговлей.
Конвертация данных 2.1
Web-сервисы, HTTP-сервис, JSON, XDTO-пакеты
Интеграция между различными БД 1С, интеграция с другими бизнес приложениями.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""Администратор баз данных""]",https://hh.ru/resume/6b0d3f2e0001b95f1f0039ed1f4a78316d4d61?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56bd92b8e1cad7253acb,Москва,Мужчина,,,28,Программист (удаленно),Пример выполненной работы: https://swissesthetic.cz/,"Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Инженер""]",https://hh.ru/resume/37488b240003c0431f0039ed1f7a556953726a?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56be92b8e1cad7253acc,Москва,Мужчина,250000,руб.,40,Руководитель отдела разработки 1С,"- Быстро обучаюсь.
- Склонен к самообразованию.
- Всегда нацелен на выполнение задачи
- Стрессоустойчив
- Коммуникабелен как с сотрудниками, так и с клиентами.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""Системы управления предприятием (ERP)"",""CTO, CIO, Директор по IT""]",https://hh.ru/resume/0bf94c160001b1e5940039ed1f4a3642355053?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
5f9a56be92b8e1cad7253acd,Королев,Мужчина,120000,руб.,36,"1С программист,заместитель начальника отдела ИТ.","Опыт работы в любой Windows и Office. Программирование на любой платформе 1С(7.7, 8.1,8.2,8.3), работа с OLE объектами, web-сервисами, Кд 2.0 и КД 3.0 . Высокая обучаемость, хорошо контактирую с людьми, отсуствие вредных привычек.
Умение работать в команде, исполнительность, стрессоустойчивость, аккуратность.","Информационные технологии, интернет, телеком","[""Программирование, Разработка"",""CRM системы""]",https://hh.ru/resume/71e5ef21000049752f0039ed1f736563726574?query=%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+1%D1%81&hhtmFrom=resume_search_result
